area_type,availability,location,size,society,total_sqft,bath,balcony,price,bedrooms,price_per_sqft
Super built-up  Area,Ready To Move,BTM Layout,1 BHK,GrrvaGr,450.0,1.0,1.0,20.0,1.0,0.044444444444444446
Super built-up  Area,18-Apr,Electronics City Phase 1,2 BHK,Shitt S,1170.0,2.0,1.0,62.0,2.0,0.05299145299145299
Built-up  Area,Ready To Move,KR Puram,4 Bedroom,Caxusnd,2065.0,4.0,0.0,248.0,4.0,0.12009685230024213
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrrvaGr,1700.0,3.0,2.0,126.0,3.0,0.07411764705882352
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,GrrvaGr,1080.0,5.0,2.0,160.0,6.0,0.14814814814814814
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,SoncyRe,1245.0,2.0,1.0,55.0,2.0,0.04417670682730924
Built-up  Area,19-Dec,Kanakapura,2 BHK,GoityEt,1017.0,2.0,1.0,66.0,2.0,0.06489675516224189
Plot  Area,Ready To Move,7th Phase JP Nagar,6 Bedroom,GrrvaGr,650.0,6.0,2.0,80.0,6.0,0.12307692307692308
Super built-up  Area,18-Mar,Sarjapur  Road,2 BHK,SJityaz,1242.0,2.0,1.0,75.0,2.0,0.06038647342995169
Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,1792.0,3.0,1.0,104.0,3.0,0.05803571428571429
Super built-up  Area,18-Aug,Garebhavipalya,3 BHK,GrrvaGr,1275.0,3.0,2.0,55.0,3.0,0.043137254901960784
Plot  Area,Ready To Move,8th Phase JP Nagar,6 Bedroom,GrrvaGr,1200.0,6.0,1.0,260.0,6.0,0.21666666666666667
Plot  Area,Ready To Move,7th Block Jayanagar,3 Bedroom,GrrvaGr,2400.0,3.0,0.0,408.0,3.0,0.17
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Sidin J,605.0,1.0,1.0,22.0,1.0,0.03636363636363636
Plot  Area,Ready To Move,HBR Layout,4 Bedroom,GrrvaGr,1200.0,4.0,2.0,115.0,4.0,0.09583333333333334
Super built-up  Area,18-Dec,Electronics City Phase 1,3 BHK,Shitt S,1450.0,3.0,2.0,79.0,3.0,0.05448275862068966
Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,Prana S,1232.0,3.0,1.0,96.0,3.0,0.07792207792207792
Plot  Area,Ready To Move,Laggere,5 Bedroom,GrrvaGr,1800.0,5.0,0.0,70.0,5.0,0.03888888888888889
Built-up  Area,Ready To Move,Sidedahalli,1 Bedroom,GrrvaGr,900.0,1.0,1.0,52.3,1.0,0.058111111111111106
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrrvaGr,1200.0,2.0,2.0,40.0,2.0,0.03333333333333333
Super built-up  Area,Ready To Move,Kadugodi,4 BHK,GrrvaGr,2100.0,3.0,2.0,204.0,4.0,0.09714285714285714
Super built-up  Area,18-Aug,Uttarahalli,2 BHK,DSera S,1065.0,2.0,1.0,42.6,2.0,0.04
Super built-up  Area,Ready To Move,AGS Layout,2 BHK,GrrvaGr,1075.0,2.0,1.0,48.38,2.0,0.0450046511627907
Plot  Area,Ready To Move,Anand Nagar,6 Bedroom,GrrvaGr,1508.0,5.0,2.0,240.0,6.0,0.15915119363395225
Super built-up  Area,Ready To Move,Lake City,2 BHK,Prdenth,780.0,2.0,1.0,31.0,2.0,0.03974358974358974
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1070.0,2.0,1.0,42.79,2.0,0.039990654205607476
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464.0,3.0,2.0,56.0,3.0,0.03825136612021858
Super built-up  Area,18-Oct,Ramagondanahalli,3 BHK,DNeremo,1910.0,3.0,2.0,150.0,3.0,0.07853403141361257
Built-up  Area,Ready To Move,Cox Town,2 BHK,GrrvaGr,1280.0,2.0,1.0,120.0,2.0,0.09375
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530.0,3.0,2.0,64.0,3.0,0.04183006535947712
Built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439.0,5.0,2.0,170.0,4.0,0.06970069700697007
Super built-up  Area,Ready To Move,Varsova Layout,2 BHK,InhtsHe,1088.0,2.0,2.0,43.5,2.0,0.03998161764705882
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174.0,2.0,1.0,78.0,2.0,0.06643952299829642
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,3 BHK,Prllsan,1587.0,3.0,1.0,73.8,3.0,0.04650283553875236
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrrvaGr,1045.0,2.0,2.0,55.0,2.0,0.05263157894736842
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prensya,1304.0,2.0,1.0,69.97,2.0,0.0536579754601227
Super built-up  Area,Ready To Move,Whitefield,2 BHK,DSe 2ie,1100.0,2.0,2.0,65.0,2.0,0.05909090909090909
Super built-up  Area,18-May,Hennur Road,3 BHK,Puachal,1482.0,2.0,1.0,68.9,3.0,0.046491228070175444
Built-up  Area,18-Mar,Devanahalli,3 Bedroom,GrrvaGr,2125.0,3.0,1.0,107.0,3.0,0.050352941176470586
Super built-up  Area,Ready To Move,Varthur,5 BHK,GrrvaGr,1000.0,4.0,0.0,65.0,5.0,0.065
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,GrrvaGr,1194.0,2.0,2.0,45.0,2.0,0.03768844221105527
Super built-up  Area,Ready To Move,Kengeri,2 BHK,Sravema,1200.0,2.0,3.0,42.0,2.0,0.035
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1070.0,2.0,2.0,32.99,2.0,0.03083177570093458
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Bhentne,1100.0,2.0,1.0,46.5,2.0,0.042272727272727274
Built-up  Area,Ready To Move,Whitefield,3 BHK,Hoensti,1270.0,2.0,2.0,65.0,3.0,0.051181102362204724
Super built-up  Area,Ready To Move,Marasandra,2 BHK,GrrvaGr,1000.0,2.0,1.0,31.0,2.0,0.031
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,69.0,2.0,0.05537720706260032
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1529.0,3.0,3.0,51.77,3.0,0.0338587311968607
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185.0,2.0,2.0,42.0,2.0,0.035443037974683546
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,GrrvaGr,1060.0,2.0,1.0,46.0,2.0,0.04339622641509434
Super built-up  Area,Ready To Move,Ananth Nagar,3 BHK,Patri M,1319.0,3.0,1.0,37.75,3.0,0.02862016679302502
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,Srsica ,991.0,2.0,0.0,64.0,2.0,0.06458123107971746
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Pronyt ,662.0,1.0,0.0,38.0,1.0,0.05740181268882175
Built-up  Area,Ready To Move,Nandini Layout,2 Bedroom,GrrvaGr,1200.0,2.0,1.0,110.0,2.0,0.09166666666666666
Plot  Area,18-Apr,tc.palya,3 Bedroom,GrrvaGr,1400.0,2.0,1.0,78.0,3.0,0.055714285714285716
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,GrrvaGr,1575.0,3.0,2.0,80.0,3.0,0.050793650793650794
Plot  Area,Ready To Move,Hosakerehalli,2 Bedroom,GrrvaGr,600.0,2.0,0.0,65.0,2.0,0.10833333333333334
Plot  Area,Ready To Move,Electronic City,5 Bedroom,GrrvaGr,717.0,5.0,1.0,78.0,5.0,0.1087866108786611
Super built-up  Area,Ready To Move,Ananth Nagar,3 BHK,Patri M,1319.0,3.0,1.0,42.0,3.0,0.03184230477634572
Plot  Area,Ready To Move,Brookefield,3 Bedroom,Sotus L,2000.0,3.0,2.0,300.0,3.0,0.15
Plot  Area,Ready To Move,9th Phase JP Nagar,3 Bedroom,GrrvaGr,600.0,3.0,2.0,85.0,3.0,0.14166666666666666
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,GrrvaGr,940.0,2.0,1.0,48.0,2.0,0.05106382978723404
Built-up  Area,Ready To Move,Singasandra,1 Bedroom,GrrvaGr,600.0,1.0,0.0,45.0,1.0,0.075
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,985.0,2.0,1.0,25.12,2.0,0.02550253807106599
Plot  Area,Ready To Move,Kodigehalli,2 Bedroom,GrrvaGr,500.0,1.0,0.0,55.0,2.0,0.11
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1349.0,2.0,2.0,56.7,2.0,0.042031134173461826
Built-up  Area,18-Jun,Whitefield,3 Bedroom,GrrvaGr,3117.0,3.0,2.0,261.0,3.0,0.08373435996150144
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,1844.0,3.0,3.0,95.0,3.0,0.05151843817787419
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830.0,4.0,2.0,150.0,3.0,0.08196721311475409
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275.0,4.0,2.0,185.0,3.0,0.08131868131868132
Super built-up  Area,18-Jul,Bannerghatta,4 BHK,Mamespa,2895.5,2.0,2.0,246.0,4.0,0.08495941978932826
Super built-up  Area,18-Aug,Varthur Road,2 BHK,GrrvaGr,1140.0,2.0,2.0,49.11,2.0,0.04307894736842105
Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,GrrvaGr,900.0,3.0,1.0,79.0,3.0,0.08777777777777777
Super built-up  Area,Ready To Move,Jaya Mahal layout,3 BHK,Nehalri,2648.0,3.0,3.0,238.0,3.0,0.08987915407854985
Plot  Area,Ready To Move,Judicial Layout,5 Bedroom,GrrvaGr,5400.0,4.0,2.0,700.0,5.0,0.12962962962962962
Super built-up  Area,Ready To Move,Banashankari,3 BHK,GrrvaGr,1372.0,2.0,2.0,48.02,3.0,0.035
Built-up  Area,Ready To Move,Sanne Amanikere,3 BHK,Hoxiaa ,1455.0,2.0,1.0,45.0,3.0,0.030927835051546393
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrrvaGr,1100.0,2.0,2.0,38.0,2.0,0.034545454545454546
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295.0,2.0,1.0,55.47,2.0,0.042833976833976835
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,GrrvaGr,1475.0,3.0,1.0,80.0,3.0,0.05423728813559322
Super built-up  Area,18-Apr,Nagavarapalya,3 BHK,PuonsSe,1788.0,3.0,1.0,164.0,3.0,0.09172259507829977
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,1.0,46.0,2.0,0.03700724054706356
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Goandn ,1855.0,3.0,3.0,140.0,3.0,0.07547169811320754
Super built-up  Area,18-Aug,Kudlu Gate,3 BHK,Sanzaat,1850.0,3.0,2.0,120.0,3.0,0.06486486486486487
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Cilip J,1315.0,2.0,2.0,60.0,3.0,0.045627376425855515
Super built-up  Area,18-May,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,73.0,2.0,0.060032894736842105
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3 BHK,Soosea ,1721.0,3.0,2.0,93.0,3.0,0.054038349796629866
Super built-up  Area,17-Nov,Sonnenahalli,2 BHK,Skacak ,1059.0,2.0,1.0,62.0,2.0,0.05854579792256846
Built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Skesta ,1184.0,2.0,1.0,55.0,2.0,0.0464527027027027
Plot  Area,Ready To Move,Yelahanka,7 Bedroom,GrrvaGr,1400.0,5.0,2.0,175.0,7.0,0.125
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,2223.0,3.0,2.0,300.0,3.0,0.1349527665317139
Built-up  Area,Ready To Move,Kodbisanhalli,3 BHK,KSideas,1480.0,3.0,2.0,75.0,3.0,0.05067567567567568
Super built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,635.0,1.0,1.0,28.0,2.0,0.04409448818897638
Plot  Area,Ready To Move,BEML Layout,2 Bedroom,GrrvaGr,2400.0,2.0,1.0,228.0,2.0,0.095
Built-up  Area,Ready To Move,JP Nagar,4 Bedroom,GrrvaGr,1500.0,2.0,0.0,87.0,4.0,0.058
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1143.0,2.0,1.0,34.2,2.0,0.029921259842519688
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,GrrvaGr,3200.0,4.0,1.0,350.0,4.0,0.109375
Plot  Area,20-Jul,Kanakpura Road,4 Bedroom,GrrvaGr,3170.0,4.0,3.0,250.0,4.0,0.07886435331230283
Built-up  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800.0,4.0,3.0,420.0,4.0,0.0875
Super built-up  Area,Ready To Move,Kothannur,3 BHK,GrrvaGr,1485.0,2.0,2.0,59.4,3.0,0.04
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640.0,3.0,2.0,251.0,3.0,0.15304878048780488
Super built-up  Area,Ready To Move,Hennur,3 BHK,GrrvaGr,1655.0,2.0,1.0,70.5,3.0,0.042598187311178246
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,GrrvaGr,900.0,2.0,2.0,41.0,2.0,0.04555555555555556
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,GrrvaGr,1600.0,3.0,3.0,69.0,3.0,0.043125
Built-up  Area,Ready To Move,Neelamangala,2 BHK,GrrvaGr,1163.0,2.0,2.0,68.0,2.0,0.058469475494411005
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1654.0,3.0,2.0,97.8,3.0,0.05912938331318017
Super built-up  Area,18-Apr,Pragathi Nagar,1 BHK,Asarkia,801.0,1.0,0.0,33.645,1.0,0.04200374531835206
Super built-up  Area,18-Jan,Bellandur,3 BHK,NiCodCa,1685.0,3.0,3.0,101.0,3.0,0.0599406528189911
Built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1540.0,3.0,3.0,80.0,3.0,0.05194805194805195
Super built-up  Area,18-Jan,Thanisandra,2 BHK,Bhmesy ,1265.0,2.0,1.0,72.0,2.0,0.05691699604743083
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,GrrvaGr,1200.0,2.0,3.0,38.4,3.0,0.032
Built-up  Area,Ready To Move,Amblipura,3 BHK,SuodsAc,1300.0,2.0,1.0,80.0,3.0,0.06153846153846154
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,Vaaldak,1009.0,2.0,1.0,65.0,2.0,0.06442021803766106
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,3 BHK,GrrvaGr,1540.0,3.0,2.0,65.0,3.0,0.04220779220779221
Built-up  Area,Ready To Move,Bellandur,3 BHK,GrrvaGr,1735.0,3.0,3.0,105.0,3.0,0.06051873198847262
Plot  Area,Ready To Move,HSR Layout,4 Bedroom,GrrvaGr,2500.0,4.0,3.0,300.0,4.0,0.12
Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497.0,1.0,1.0,20.0,2.0,0.04024144869215292
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480.0,4.0,1.0,265.0,3.0,0.10685483870967742
Built-up  Area,Ready To Move,Electronic City,2 BHK,VHistal,1142.0,2.0,0.0,35.0,2.0,0.03064798598949212
Super built-up  Area,18-May,Doctors Layout,3 BHK,GrrvaGr,1215.0,2.0,2.0,46.8,3.0,0.038518518518518514
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,48.0,2.0,0.044859813084112146
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1125.0,2.0,1.0,32.49,2.0,0.028880000000000003
Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,GrrvaGr,1125.0,2.0,1.0,32.49,2.0,0.028880000000000003
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Doissa ,1575.0,2.0,3.0,85.0,2.0,0.05396825396825397
Super built-up  Area,18-Dec,Hosa Road,2 BHK,SJerse ,1360.0,2.0,1.0,77.61,2.0,0.05706617647058824
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,GrrvaGr,1710.0,3.0,2.0,85.0,3.0,0.049707602339181284
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1200.0,2.0,1.0,34.65,2.0,0.028874999999999998
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,SNity S,2185.0,3.0,3.0,120.0,4.0,0.05491990846681922
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400.0,4.0,3.0,135.0,4.0,0.05625
Super built-up  Area,Ready To Move,Banashankari,2 BHK,GrrvaGr,1195.0,2.0,1.0,35.84,2.0,0.02999163179916318
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,67.0,2.0,0.05377207062600321
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Gundaa ,1012.0,2.0,1.0,45.0,2.0,0.044466403162055336
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,GrrvaGr,998.0,2.0,2.0,65.0,2.0,0.06513026052104208
Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,GrrvaGr,2400.0,3.0,1.0,250.0,3.0,0.10416666666666667
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130.0,2.0,2.0,85.0,2.0,0.0752212389380531
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,1744.0,4.0,1.0,210.0,3.0,0.12041284403669725
Super built-up  Area,18-Jul,Rajaji Nagar,4 BHK,ProdsWe,2733.0,5.0,2.0,259.0,4.0,0.09476765459202342
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,Ajnue A,1354.0,2.0,1.0,98.0,3.0,0.0723781388478582
Plot  Area,Ready To Move,Maruthi Nagar,10 Bedroom,GrrvaGr,3300.0,9.0,2.0,450.0,10.0,0.13636363636363635
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg ,1389.0,2.0,2.0,94.0,2.0,0.06767458603311735
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Puodsm ,2970.0,3.0,3.0,130.0,4.0,0.04377104377104377
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,Sagalhi,2560.0,4.0,2.0,310.0,3.0,0.12109375
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,GrrvaGr,1172.0,2.0,2.0,75.0,2.0,0.06399317406143344
Plot  Area,Ready To Move,5th Block Jayanagar,3 Bedroom,GrrvaGr,500.0,2.0,1.0,75.0,3.0,0.15
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrrvaGr,1495.0,3.0,2.0,60.0,3.0,0.04013377926421405
Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1738.0,2.0,1.0,57.35,2.0,0.03299769850402762
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,GrrvaGr,1315.0,2.0,2.0,50.0,2.0,0.03802281368821293
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Xeitaa ,1270.0,2.0,3.0,73.0,2.0,0.05748031496062992
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,SNbay G,1160.0,2.0,1.0,52.2,2.0,0.045000000000000005
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1450.0,2.0,1.0,67.0,3.0,0.046206896551724136
Built-up  Area,Ready To Move,Rayasandra,1 BHK,GrrvaGr,470.0,1.0,1.0,21.0,1.0,0.04468085106382979
Built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,GrrvaGr,1040.0,2.0,2.0,78.0,2.0,0.075
Super built-up  Area,Ready To Move,KSRTC Layout,3 BHK,GrrvaGr,1215.0,2.0,3.0,50.0,3.0,0.0411522633744856
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1135.0,2.0,2.0,58.0,2.0,0.05110132158590308
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1224.0,2.0,2.0,48.95,3.0,0.03999183006535948
Built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664.0,1.0,1.0,34.0,1.0,0.05120481927710843
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1160.0,2.0,2.0,42.0,3.0,0.03620689655172414
Plot  Area,Ready To Move,Babusapalaya,2 Bedroom,GrrvaGr,1200.0,2.0,0.0,105.0,2.0,0.0875
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,GrrvaGr,1220.0,2.0,1.0,35.2,3.0,0.028852459016393446
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1328.0,2.0,2.0,69.0,2.0,0.051957831325301206
Super built-up  Area,Ready To Move,BSM Extension,2 BHK,Raave E,975.0,2.0,2.0,45.0,2.0,0.046153846153846156
Built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1907.0,2.0,1.0,200.0,3.0,0.1048767697954903
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,Beesta ,900.0,2.0,1.0,72.0,2.0,0.08
Super built-up  Area,Ready To Move,Banashankari 6th Stage,2 BHK,GrrvaGr,1330.0,2.0,2.0,80.0,2.0,0.06015037593984962
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2330.0,5.0,1.0,175.0,4.0,0.07510729613733906
Built-up  Area,Ready To Move,Munnekollal,3 BHK,JRarlPe,1222.0,3.0,2.0,95.0,3.0,0.07774140752864157
Plot  Area,Ready To Move,Dodsworth Layout,3 Bedroom,Prleaou,4446.0,3.0,2.0,410.0,3.0,0.09221772379667116
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ahriaup,2100.0,3.0,1.0,135.0,3.0,0.06428571428571428
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3335.0,4.0,3.0,290.0,4.0,0.08695652173913043
Built-up  Area,18-Apr,Whitefield,3 Bedroom,Prtates,3150.0,3.0,1.0,290.0,3.0,0.09206349206349207
Plot  Area,Ready To Move,Jnana Ganga Nagar,3 Bedroom,GrrvaGr,1320.0,2.0,1.0,95.0,3.0,0.07196969696969698
Plot  Area,Ready To Move,9th Phase JP Nagar,7 Bedroom,GrrvaGr,820.0,7.0,3.0,140.0,7.0,0.17073170731707318
Plot  Area,Ready To Move,Shetty Halli,5 Bedroom,GrrvaGr,8000.0,5.0,3.0,550.0,5.0,0.06875
Plot  Area,Ready To Move,Hennur Road,4 Bedroom,GrrvaGr,2400.0,5.0,3.0,500.0,4.0,0.20833333333333334
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330.0,2.0,2.0,46.55,3.0,0.034999999999999996
Plot  Area,Ready To Move,Hosur Road,4 Bedroom,KrineAq,2000.0,4.0,1.0,130.0,4.0,0.065
Super built-up  Area,18-Jun,Electronic City Phase II,2 BHK,Coomee ,1244.0,2.0,1.0,55.0,2.0,0.04421221864951769
Super built-up  Area,Ready To Move,Konena Agrahara,2 BHK,EsadeNS,1000.0,2.0,1.0,50.0,2.0,0.05
Super built-up  Area,18-May,Gunjur Palya,3 BHK,GrrvaGr,1400.0,3.0,2.0,45.0,3.0,0.03214285714285714
Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,Phens G,1000.0,2.0,2.0,35.0,2.0,0.035
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,GrrvaGr,1056.0,1.0,0.0,250.0,2.0,0.23674242424242425
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrrvaGr,1250.0,2.0,2.0,50.0,3.0,0.04
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2630.0,5.0,0.0,188.0,4.0,0.0714828897338403
Super built-up  Area,18-Aug,Jeevan bima nagar,2 BHK,GrrvaGr,1225.0,2.0,2.0,48.0,2.0,0.03918367346938775
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790.0,5.0,3.0,198.0,4.0,0.07096774193548387
Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,GrrvaGr,2800.0,4.0,3.0,365.0,4.0,0.13035714285714287
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Niowshi,1683.0,3.0,3.0,80.0,3.0,0.047534165181224004
Built-up  Area,Ready To Move,Yelahanka,2 BHK,AdniaSk,1250.0,2.0,2.0,54.0,2.0,0.0432
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1305.0,2.0,1.0,110.0,3.0,0.0842911877394636
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,GrrvaGr,3009.0,3.0,1.0,331.0,3.0,0.1100033233632436
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150.0,2.0,1.0,57.5,3.0,0.05
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Clsto C,1654.0,3.0,3.0,70.0,3.0,0.04232164449818621
Carpet  Area,Ready To Move,Munivenkatppa Layout,4 BHK,Trntska,4500.0,3.0,0.0,225.0,4.0,0.05
Super built-up  Area,18-May,Kadugodi,3 BHK,Alestrb,1890.0,4.0,3.0,125.0,3.0,0.06613756613756613
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,GrrvaGr,1069.0,2.0,2.0,55.0,2.0,0.05144995322731525
Plot  Area,Ready To Move,Banashankari,4 Bedroom,GrrvaGr,675.0,4.0,0.0,140.0,4.0,0.2074074074074074
Built-up  Area,17-Dec,Hormavu,3 Bedroom,GrrvaGr,2400.0,3.0,1.0,177.0,3.0,0.07375
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,GrrvaGr,1200.0,4.0,2.0,240.0,5.0,0.2
Plot  Area,Ready To Move,Koramangala,4 Bedroom,GrrvaGr,1410.0,2.0,0.0,280.0,4.0,0.19858156028368795
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680.0,3.0,3.0,130.0,3.0,0.07738095238095238
Super built-up  Area,Ready To Move,Sadanand Nagar,3 BHK,GrrvaGr,3500.0,4.0,2.0,500.0,3.0,0.14285714285714285
Super built-up  Area,18-Jul,Sarjapur  Road,3 BHK,PualeSk,1700.0,3.0,2.0,93.5,3.0,0.055
Plot  Area,Ready To Move,Brindavan Layout,4 Bedroom,GrrvaGr,2200.0,2.0,0.0,150.0,4.0,0.06818181818181818
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1595.0,3.0,1.0,105.0,3.0,0.06583072100313479
Super built-up  Area,15-Nov,Hennur Road,3 BHK,GrrvaGr,1480.0,3.0,2.0,100.0,3.0,0.06756756756756757
Plot  Area,Ready To Move,Bethel Nagar,3 Bedroom,GrrvaGr,1092.0,3.0,1.0,95.0,3.0,0.08699633699633699
Super built-up  Area,19-Sep,Koramangala,3 BHK,Prood P,1866.0,4.0,2.0,245.0,3.0,0.13129689174705253
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895.0,3.0,2.0,390.0,3.0,0.10012836970474968
Super built-up  Area,Ready To Move,Banashankari,3 BHK,GrrvaGr,1683.0,3.0,2.0,115.0,3.0,0.06833036244800951
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,545.0,2.0,1.0,22.34,2.0,0.04099082568807339
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,GrrvaGr,1340.0,2.0,2.0,73.0,2.0,0.05447761194029851
